"DCF_Region","Year","Demographic","Out_of_State","Type of Placement","tot_Value","Measure Type","Variable"
"Region 6: Central","SFY 2006-2007","White","In State","Therapeutic Foster Care",58,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","White","In State","Total",351,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","White","Out of State","Connecticut Juvenile Training School",0,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","White","Out of State","Foster Care",4,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","White","Out of State","Group Home",2,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","White","Out of State","High Meadows",0,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","White","Out of State","Independent Living",0,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","White","Out of State","Medical or Psychiatric Hospital Placement",0,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","White","Out of State","PDC or Safe Home",0,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","White","Out of State","Relative Foster Care",2,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","White","Out of State","Residential Treatment Center",8,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","White","Out of State","Shelter",0,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","White","Out of State","Solnit Center",0,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","White","Out of State","Special Study",0,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","White","Out of State","Therapeutic Foster Care",1,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","White","Out of State","Total",17,"Number","Children in Placement"
"Region 6: Central","SFY 2007-2008","Black","In State","Connecticut Juvenile Training School",1,"Number","Children in Placement"
"Region 6: Central","SFY 2007-2008","Black","In State","Foster Care",24,"Number","Children in Placement"
"Region 6: Central","SFY 2007-2008","Black","In State","Group Home",10,"Number","Children in Placement"
"Region 6: Central","SFY 2007-2008","Black","In State","High Meadows",0,"Number","Children in Placement"
"Region 6: Central","SFY 2007-2008","Black","In State","Independent Living",5,"Number","Children in Placement"
"Region 6: Central","SFY 2007-2008","Black","In State","Medical or Psychiatric Hospital Placement",1,"Number","Children in Placement"
"Region 6: Central","SFY 2007-2008","Black","In State","PDC or Safe Home",5,"Number","Children in Placement"
"Region 6: Central","SFY 2007-2008","Black","In State","Relative Foster Care",22,"Number","Children in Placement"
"Region 6: Central","SFY 2007-2008","Black","In State","Residential Treatment Center",5,"Number","Children in Placement"
"Region 6: Central","SFY 2007-2008","Black","In State","Shelter",7,"Number","Children in Placement"
"Region 6: Central","SFY 2007-2008","Black","In State","Solnit Center",2,"Number","Children in Placement"
"Region 6: Central","SFY 2007-2008","Black","In State","Special Study",3,"Number","Children in Placement"
"Region 6: Central","SFY 2007-2008","Black","In State","Therapeutic Foster Care",30,"Number","Children in Placement"
"Region 6: Central","SFY 2007-2008","Black","In State","Total",115,"Number","Children in Placement"
"Region 6: Central","SFY 2007-2008","Black","Out of State","Connecticut Juvenile Training School",0,"Number","Children in Placement"
"Region 6: Central","SFY 2007-2008","Black","Out of State","Foster Care",0,"Number","Children in Placement"
"Region 6: Central","SFY 2007-2008","Black","Out of State","Group Home",0,"Number","Children in Placement"
"Region 6: Central","SFY 2007-2008","Black","Out of State","High Meadows",0,"Number","Children in Placement"
"Region 6: Central","SFY 2007-2008","Black","Out of State","Independent Living",0,"Number","Children in Placement"
"Region 6: Central","SFY 2007-2008","Black","Out of State","Medical or Psychiatric Hospital Placement",0,"Number","Children in Placement"
"Region 6: Central","SFY 2007-2008","Black","Out of State","PDC or Safe Home",0,"Number","Children in Placement"
"Region 6: Central","SFY 2007-2008","Black","Out of State","Relative Foster Care",7,"Number","Children in Placement"
"Region 6: Central","SFY 2007-2008","Black","Out of State","Residential Treatment Center",3,"Number","Children in Placement"
"Region 6: Central","SFY 2007-2008","Black","Out of State","Shelter",0,"Number","Children in Placement"
"Region 6: Central","SFY 2007-2008","Black","Out of State","Solnit Center",0,"Number","Children in Placement"
"Region 6: Central","SFY 2007-2008","Black","Out of State","Special Study",0,"Number","Children in Placement"
"Region 6: Central","SFY 2007-2008","Black","Out of State","Therapeutic Foster Care",0,"Number","Children in Placement"
"Region 6: Central","SFY 2007-2008","Black","Out of State","Total",10,"Number","Children in Placement"
"Region 6: Central","SFY 2007-2008","Hispanic","In State","Connecticut Juvenile Training School",3,"Number","Children in Placement"
"Region 6: Central","SFY 2007-2008","Hispanic","In State","Foster Care",88,"Number","Children in Placement"
"Region 6: Central","SFY 2007-2008","Hispanic","In State","Group Home",22,"Number","Children in Placement"
"Region 6: Central","SFY 2007-2008","Hispanic","In State","High Meadows",1,"Number","Children in Placement"
"Region 6: Central","SFY 2007-2008","Hispanic","In State","Independent Living",11,"Number","Children in Placement"
"Region 6: Central","SFY 2007-2008","Hispanic","In State","Medical or Psychiatric Hospital Placement",1,"Number","Children in Placement"
"Region 6: Central","SFY 2007-2008","Hispanic","In State","PDC or Safe Home",8,"Number","Children in Placement"
"Region 6: Central","SFY 2007-2008","Hispanic","In State","Relative Foster Care",71,"Number","Children in Placement"
"Region 6: Central","SFY 2007-2008","Hispanic","In State","Residential Treatment Center",36,"Number","Children in Placement"
"Region 6: Central","SFY 2007-2008","Hispanic","In State","Shelter",4,"Number","Children in Placement"
"Region 6: Central","SFY 2007-2008","Hispanic","In State","Solnit Center",6,"Number","Children in Placement"
"Region 6: Central","SFY 2007-2008","Hispanic","In State","Special Study",16,"Number","Children in Placement"
"Region 6: Central","SFY 2007-2008","Hispanic","In State","Therapeutic Foster Care",53,"Number","Children in Placement"
"Region 6: Central","SFY 2007-2008","Hispanic","In State","Total",320,"Number","Children in Placement"
"Region 6: Central","SFY 2007-2008","Hispanic","Out of State","Connecticut Juvenile Training School",0,"Number","Children in Placement"
"Region 6: Central","SFY 2007-2008","Hispanic","Out of State","Foster Care",6,"Number","Children in Placement"
"Region 6: Central","SFY 2007-2008","Hispanic","Out of State","Group Home",0,"Number","Children in Placement"
"Region 6: Central","SFY 2007-2008","Hispanic","Out of State","High Meadows",0,"Number","Children in Placement"
"Region 6: Central","SFY 2007-2008","Hispanic","Out of State","Independent Living",0,"Number","Children in Placement"
"Region 6: Central","SFY 2007-2008","Hispanic","Out of State","Medical or Psychiatric Hospital Placement",0,"Number","Children in Placement"
"Region 6: Central","SFY 2007-2008","Hispanic","Out of State","PDC or Safe Home",0,"Number","Children in Placement"
"Region 6: Central","SFY 2007-2008","Hispanic","Out of State","Relative Foster Care",4,"Number","Children in Placement"
"Region 6: Central","SFY 2007-2008","Hispanic","Out of State","Residential Treatment Center",7,"Number","Children in Placement"
"Region 6: Central","SFY 2007-2008","Hispanic","Out of State","Shelter",0,"Number","Children in Placement"
"Region 6: Central","SFY 2007-2008","Hispanic","Out of State","Solnit Center",0,"Number","Children in Placement"
"Region 6: Central","SFY 2007-2008","Hispanic","Out of State","Special Study",0,"Number","Children in Placement"
"Region 6: Central","SFY 2007-2008","Hispanic","Out of State","Therapeutic Foster Care",0,"Number","Children in Placement"
"Region 6: Central","SFY 2007-2008","Hispanic","Out of State","Total",17,"Number","Children in Placement"
"Region 6: Central","SFY 2007-2008","Other","In State","Connecticut Juvenile Training School",0,"Number","Children in Placement"
"Region 6: Central","SFY 2007-2008","Other","In State","Foster Care",17,"Number","Children in Placement"
"Region 6: Central","SFY 2007-2008","Other","In State","Group Home",2,"Number","Children in Placement"
"Region 6: Central","SFY 2007-2008","Other","In State","High Meadows",0,"Number","Children in Placement"
"Region 6: Central","SFY 2007-2008","Other","In State","Independent Living",0,"Number","Children in Placement"
"Region 6: Central","SFY 2007-2008","Other","In State","Medical or Psychiatric Hospital Placement",0,"Number","Children in Placement"
"Region 6: Central","SFY 2007-2008","Other","In State","PDC or Safe Home",0,"Number","Children in Placement"
"Region 6: Central","SFY 2007-2008","Other","In State","Relative Foster Care",13,"Number","Children in Placement"
"Region 6: Central","SFY 2007-2008","Other","In State","Residential Treatment Center",3,"Number","Children in Placement"
"Region 6: Central","SFY 2007-2008","Other","In State","Shelter",1,"Number","Children in Placement"
"Region 6: Central","SFY 2007-2008","Other","In State","Solnit Center",0,"Number","Children in Placement"
"Region 6: Central","SFY 2007-2008","Other","In State","Special Study",5,"Number","Children in Placement"
"Region 6: Central","SFY 2007-2008","Other","In State","Therapeutic Foster Care",4,"Number","Children in Placement"
"Region 6: Central","SFY 2007-2008","Other","In State","Total",45,"Number","Children in Placement"
"Region 6: Central","SFY 2007-2008","Other","Out of State","Connecticut Juvenile Training School",0,"Number","Children in Placement"
"Region 6: Central","SFY 2007-2008","Other","Out of State","Foster Care",0,"Number","Children in Placement"
"Region 6: Central","SFY 2007-2008","Other","Out of State","Group Home",0,"Number","Children in Placement"
"Region 6: Central","SFY 2007-2008","Other","Out of State","High Meadows",0,"Number","Children in Placement"
"Region 6: Central","SFY 2007-2008","Other","Out of State","Independent Living",0,"Number","Children in Placement"
"Region 6: Central","SFY 2007-2008","Other","Out of State","Medical or Psychiatric Hospital Placement",0,"Number","Children in Placement"
"Region 6: Central","SFY 2007-2008","Other","Out of State","PDC or Safe Home",0,"Number","Children in Placement"
"Region 6: Central","SFY 2007-2008","Other","Out of State","Relative Foster Care",2,"Number","Children in Placement"
"Region 6: Central","SFY 2007-2008","Other","Out of State","Residential Treatment Center",4,"Number","Children in Placement"
"Region 6: Central","SFY 2007-2008","Other","Out of State","Shelter",0,"Number","Children in Placement"
"Region 6: Central","SFY 2007-2008","Other","Out of State","Solnit Center",0,"Number","Children in Placement"
"Region 6: Central","SFY 2007-2008","Other","Out of State","Special Study",0,"Number","Children in Placement"
"Region 6: Central","SFY 2007-2008","Other","Out of State","Therapeutic Foster Care",0,"Number","Children in Placement"
"Region 6: Central","SFY 2007-2008","Other","Out of State","Total",6,"Number","Children in Placement"
"Region 6: Central","SFY 2007-2008","Total","In State","Connecticut Juvenile Training School",5,"Number","Children in Placement"
"Region 6: Central","SFY 2007-2008","Total","In State","Foster Care",207,"Number","Children in Placement"
"Region 6: Central","SFY 2007-2008","Total","In State","Group Home",58,"Number","Children in Placement"
"Region 6: Central","SFY 2007-2008","Total","In State","High Meadows",3,"Number","Children in Placement"
"Region 6: Central","SFY 2007-2008","Total","In State","Independent Living",23,"Number","Children in Placement"
"Region 6: Central","SFY 2007-2008","Total","In State","Medical or Psychiatric Hospital Placement",3,"Number","Children in Placement"
"Region 6: Central","SFY 2007-2008","Total","In State","PDC or Safe Home",30,"Number","Children in Placement"
"Region 6: Central","SFY 2007-2008","Total","In State","Relative Foster Care",188,"Number","Children in Placement"
"Region 6: Central","SFY 2007-2008","Total","In State","Residential Treatment Center",70,"Number","Children in Placement"
