"Region","Year","Race/Ethnicity","Location of Placement","Type of Placement","Measure Type","Variable","Value"
"Region 6: Central","SFY 2009-2010","Hispanic","Out of State","Independent Living","Number","Children in Placement",0
"Region 6: Central","SFY 2009-2010","Hispanic","Out of State","Total","Number","Children in Placement",17
"Region 6: Central","SFY 2009-2010","Other","In State","Foster Care","Number","Children in Placement",16
"Region 6: Central","SFY 2009-2010","Other","In State","Relative Foster Care","Number","Children in Placement",8
"Region 6: Central","SFY 2009-2010","Other","In State","Special Study","Number","Children in Placement",3
"Region 6: Central","SFY 2009-2010","Other","In State","Therapeutic Foster Care","Number","Children in Placement",12
"Region 6: Central","SFY 2009-2010","Other","In State","PDC or Safe Home","Number","Children in Placement",0
"Region 6: Central","SFY 2009-2010","Other","In State","Shelter","Number","Children in Placement",1
"Region 6: Central","SFY 2009-2010","Other","In State","Group Home","Number","Children in Placement",3
"Region 6: Central","SFY 2009-2010","Other","In State","Residential Treatment Center","Number","Children in Placement",0
"Region 6: Central","SFY 2009-2010","Other","In State","High Meadows","Number","Children in Placement",1
"Region 6: Central","SFY 2009-2010","Other","In State","Solnit Center","Number","Children in Placement",0
"Region 6: Central","SFY 2009-2010","Other","In State","Connecticut Juvenile Training School","Number","Children in Placement",0
"Region 6: Central","SFY 2009-2010","Other","In State","Medical or Psychiatric Hospital Placement","Number","Children in Placement",0
"Region 6: Central","SFY 2009-2010","Other","In State","Independent Living","Number","Children in Placement",1
"Region 6: Central","SFY 2009-2010","Other","In State","Total","Number","Children in Placement",45
"Region 6: Central","SFY 2009-2010","Other","Out of State","Foster Care","Number","Children in Placement",0
"Region 6: Central","SFY 2009-2010","Other","Out of State","Relative Foster Care","Number","Children in Placement",1
"Region 6: Central","SFY 2009-2010","Other","Out of State","Special Study","Number","Children in Placement",0
"Region 6: Central","SFY 2009-2010","Other","Out of State","Therapeutic Foster Care","Number","Children in Placement",0
"Region 6: Central","SFY 2009-2010","Other","Out of State","PDC or Safe Home","Number","Children in Placement",0
"Region 6: Central","SFY 2009-2010","Other","Out of State","Shelter","Number","Children in Placement",0
"Region 6: Central","SFY 2009-2010","Other","Out of State","Group Home","Number","Children in Placement",0
"Region 6: Central","SFY 2009-2010","Other","Out of State","Residential Treatment Center","Number","Children in Placement",0
"Region 6: Central","SFY 2009-2010","Other","Out of State","High Meadows","Number","Children in Placement",0
"Region 6: Central","SFY 2009-2010","Other","Out of State","Solnit Center","Number","Children in Placement",0
"Region 6: Central","SFY 2009-2010","Other","Out of State","Connecticut Juvenile Training School","Number","Children in Placement",0
"Region 6: Central","SFY 2009-2010","Other","Out of State","Medical or Psychiatric Hospital Placement","Number","Children in Placement",0
"Region 6: Central","SFY 2009-2010","Other","Out of State","Independent Living","Number","Children in Placement",0
"Region 6: Central","SFY 2009-2010","Other","Out of State","Total","Number","Children in Placement",1
"Region 6: Central","SFY 2009-2010","Total","In State","Foster Care","Number","Children in Placement",178
"Region 6: Central","SFY 2009-2010","Total","In State","Relative Foster Care","Number","Children in Placement",125
"Region 6: Central","SFY 2009-2010","Total","In State","Special Study","Number","Children in Placement",37
"Region 6: Central","SFY 2009-2010","Total","In State","Therapeutic Foster Care","Number","Children in Placement",159
"Region 6: Central","SFY 2009-2010","Total","In State","PDC or Safe Home","Number","Children in Placement",17
"Region 6: Central","SFY 2009-2010","Total","In State","Shelter","Number","Children in Placement",8
"Region 6: Central","SFY 2009-2010","Total","In State","Group Home","Number","Children in Placement",79
"Region 6: Central","SFY 2009-2010","Total","In State","Residential Treatment Center","Number","Children in Placement",38
"Region 6: Central","SFY 2009-2010","Total","In State","High Meadows","Number","Children in Placement",6
"Region 6: Central","SFY 2009-2010","Total","In State","Solnit Center","Number","Children in Placement",6
"Region 6: Central","SFY 2009-2010","Total","In State","Connecticut Juvenile Training School","Number","Children in Placement",5
"Region 6: Central","SFY 2009-2010","Total","In State","Medical or Psychiatric Hospital Placement","Number","Children in Placement",3
"Region 6: Central","SFY 2009-2010","Total","In State","Independent Living","Number","Children in Placement",29
"Region 6: Central","SFY 2009-2010","Total","In State","Total","Number","Children in Placement",690
"Region 6: Central","SFY 2009-2010","Total","Out of State","Foster Care","Number","Children in Placement",5
"Region 6: Central","SFY 2009-2010","Total","Out of State","Relative Foster Care","Number","Children in Placement",10
"Region 6: Central","SFY 2009-2010","Total","Out of State","Special Study","Number","Children in Placement",0
"Region 6: Central","SFY 2009-2010","Total","Out of State","Therapeutic Foster Care","Number","Children in Placement",3
"Region 6: Central","SFY 2009-2010","Total","Out of State","PDC or Safe Home","Number","Children in Placement",0
"Region 6: Central","SFY 2009-2010","Total","Out of State","Shelter","Number","Children in Placement",0
"Region 6: Central","SFY 2009-2010","Total","Out of State","Group Home","Number","Children in Placement",0
"Region 6: Central","SFY 2009-2010","Total","Out of State","Residential Treatment Center","Number","Children in Placement",32
"Region 6: Central","SFY 2009-2010","Total","Out of State","High Meadows","Number","Children in Placement",0
"Region 6: Central","SFY 2009-2010","Total","Out of State","Solnit Center","Number","Children in Placement",0
"Region 6: Central","SFY 2009-2010","Total","Out of State","Connecticut Juvenile Training School","Number","Children in Placement",0
"Region 6: Central","SFY 2009-2010","Total","Out of State","Medical or Psychiatric Hospital Placement","Number","Children in Placement",0
"Region 6: Central","SFY 2009-2010","Total","Out of State","Independent Living","Number","Children in Placement",0
"Region 6: Central","SFY 2009-2010","Total","Out of State","Total","Number","Children in Placement",50
"Region 6: Central","SFY 2010-2011","White","In State","Foster Care","Number","Children in Placement",61
"Region 6: Central","SFY 2010-2011","White","In State","Relative Foster Care","Number","Children in Placement",45
"Region 6: Central","SFY 2010-2011","White","In State","Special Study","Number","Children in Placement",10
"Region 6: Central","SFY 2010-2011","White","In State","Therapeutic Foster Care","Number","Children in Placement",49
"Region 6: Central","SFY 2010-2011","White","In State","PDC or Safe Home","Number","Children in Placement",8
"Region 6: Central","SFY 2010-2011","White","In State","Shelter","Number","Children in Placement",7
"Region 6: Central","SFY 2010-2011","White","In State","Group Home","Number","Children in Placement",22
"Region 6: Central","SFY 2010-2011","White","In State","Residential Treatment Center","Number","Children in Placement",12
"Region 6: Central","SFY 2010-2011","White","In State","High Meadows","Number","Children in Placement",0
"Region 6: Central","SFY 2010-2011","White","In State","Solnit Center","Number","Children in Placement",2
"Region 6: Central","SFY 2010-2011","White","In State","Connecticut Juvenile Training School","Number","Children in Placement",2
"Region 6: Central","SFY 2010-2011","White","In State","Medical or Psychiatric Hospital Placement","Number","Children in Placement",2
"Region 6: Central","SFY 2010-2011","White","In State","Independent Living","Number","Children in Placement",9
"Region 6: Central","SFY 2010-2011","White","In State","Total","Number","Children in Placement",229
"Region 6: Central","SFY 2010-2011","White","Out of State","Foster Care","Number","Children in Placement",2
"Region 6: Central","SFY 2010-2011","White","Out of State","Relative Foster Care","Number","Children in Placement",2
"Region 6: Central","SFY 2010-2011","White","Out of State","Special Study","Number","Children in Placement",0
"Region 6: Central","SFY 2010-2011","White","Out of State","Therapeutic Foster Care","Number","Children in Placement",1
"Region 6: Central","SFY 2010-2011","White","Out of State","PDC or Safe Home","Number","Children in Placement",0
"Region 6: Central","SFY 2010-2011","White","Out of State","Shelter","Number","Children in Placement",0
"Region 6: Central","SFY 2010-2011","White","Out of State","Group Home","Number","Children in Placement",0
"Region 6: Central","SFY 2010-2011","White","Out of State","Residential Treatment Center","Number","Children in Placement",19
"Region 6: Central","SFY 2010-2011","White","Out of State","High Meadows","Number","Children in Placement",0
"Region 6: Central","SFY 2010-2011","White","Out of State","Solnit Center","Number","Children in Placement",0
"Region 6: Central","SFY 2010-2011","White","Out of State","Connecticut Juvenile Training School","Number","Children in Placement",0
"Region 6: Central","SFY 2010-2011","White","Out of State","Medical or Psychiatric Hospital Placement","Number","Children in Placement",0
"Region 6: Central","SFY 2010-2011","White","Out of State","Independent Living","Number","Children in Placement",0
"Region 6: Central","SFY 2010-2011","White","Out of State","Total","Number","Children in Placement",24
"Region 6: Central","SFY 2010-2011","Black","In State","Foster Care","Number","Children in Placement",25
"Region 6: Central","SFY 2010-2011","Black","In State","Relative Foster Care","Number","Children in Placement",6
"Region 6: Central","SFY 2010-2011","Black","In State","Special Study","Number","Children in Placement",1
"Region 6: Central","SFY 2010-2011","Black","In State","Therapeutic Foster Care","Number","Children in Placement",26
"Region 6: Central","SFY 2010-2011","Black","In State","PDC or Safe Home","Number","Children in Placement",3
"Region 6: Central","SFY 2010-2011","Black","In State","Shelter","Number","Children in Placement",5
"Region 6: Central","SFY 2010-2011","Black","In State","Group Home","Number","Children in Placement",11
"Region 6: Central","SFY 2010-2011","Black","In State","Residential Treatment Center","Number","Children in Placement",8
"Region 6: Central","SFY 2010-2011","Black","In State","High Meadows","Number","Children in Placement",0
"Region 6: Central","SFY 2010-2011","Black","In State","Solnit Center","Number","Children in Placement",1
"Region 6: Central","SFY 2010-2011","Black","In State","Connecticut Juvenile Training School","Number","Children in Placement",0
"Region 6: Central","SFY 2010-2011","Black","In State","Medical or Psychiatric Hospital Placement","Number","Children in Placement",1
